id,年份,题号,题型,主考点,相关考点(背诵P/精讲P)
2021-9,2021,9,single,信用卡诈骗罪,信用卡诈骗罪=117/346 | 诈骗罪=141/444 | 牵连犯=192/183
2021-10,2021,10,single,非法拘禁罪,非法拘禁罪=131/389
2021-11,2021,11,single,共同犯罪,共同犯罪=37/139 | 主犯=39/153
2021-12,2021,12,single,传授犯罪方法罪,
2021-13,2021,13,single,交通肇事罪,交通肇事罪=95/289
2021-14,2021,14,single,利用影响力受贿罪,利用影响力受贿罪=175/561 | 受贿罪=174/554
2021-15,2021,15,single,信用卡诈骗罪,信用卡诈骗罪=117/346 | 诈骗罪=141/444 | 抢劫罪=140/424
2021-16,2021,16,single,破坏交通设施罪,破坏交通设施罪=95/287 | 盗窃罪=141/436 | 想象竞合犯=189/169
2021-17,2021,17,single,开设赌场罪,开设赌场罪=157/500
2021-18,2021,18,single,破坏生产经营罪,破坏生产经营罪=144/460
2021-19,2021,19,single,主犯,主犯=39/153
2021-20,2021,20,single,伪造货币罪,伪造货币罪=111/335 | 变造货币罪=None/None
2021-41,2021,41,multi,赦免,赦免=80/258 | 缓刑=70/236 | 假释=75/246 | 刑罚=47/195
2021-42,2021,42,multi,重婚罪,重婚罪=134/403 | 犯罪客体=14/39
2021-43,2021,43,multi,强迫交易罪,故意伤害罪=127/375 | 寻衅滋事罪=None/None | 强迫交易罪=123/366
2021-44,2021,44,multi,刑法,
2021-45,2021,45,multi,,
2022-1,2022,1,single,合同诈骗罪,合同诈骗罪=122/362 | 诈骗罪=141/444 | 犯罪主观方面=23/79 | 犯罪故意=25/78 | 刑事责任=19/191 | 危害行为=16/45 | 危害结果=17/51 | 犯罪过失=26/82 | 犯罪构成=13/33 | 因果关系=18/54 | 行为犯=186/127 | 实害犯=33/127 | 刑罚=47/195
2022-2,2022,2,single,劫持航空器罪,劫持航空器罪=98/300 | 挪用公款罪=173/551 | 盗窃罪=141/436
2022-3,2022,3,single,过于自信的过失,过于自信的过失=27/88 | 疏忽大意的过失=27/87 | 意外事件=27/84 | 危害结果=17/51 | 间接故意=25/81 | 犯罪过失=26/82
2022-4,2022,4,single,,
2022-5,2022,5,single,破坏交通设施罪,破坏交通设施罪=95/287
2022-6,2022,6,single,集资诈骗罪,集资诈骗罪=115/343 | 洗钱罪=115/341 | 诈骗罪=141/444 | 数罪并罚=67/232 | 犯罪客体=14/39
2022-7,2022,7,single,寻衅滋事罪,寻衅滋事罪=None/None
2022-8,2022,8,single,犯罪既遂,犯罪既遂=33/119 | 行为犯=186/127
2022-9,2022,9,single,盗窃罪,非法侵入住宅罪=136/408 | 抢劫罪=140/424 | 盗窃罪=141/436 | 着手=None/None
2022-10,2022,10,single,犯罪未遂,犯罪未遂=34/126 | 着手=None/None
2022-11,2022,11,single,防卫过当,防卫过当=30/107 | 刑事责任=19/191 | 正当防卫=29/101
2022-12,2022,12,single,没收财产,没收财产=55/206 | 罚金=54/204
2022-13,2022,13,single,走私毒品罪,包庇毒品犯罪分子罪=None/None | 走私毒品罪=167/530
2022-14,2022,14,single,传播淫秽物品罪,传播淫秽物品罪=171/543
2022-15,2022,15,single,犯罪故意,犯罪故意=25/78 | 防卫过当=30/107 | 刑事责任=19/191 | 危害行为=16/45 | 精神病人=None/None | 不可抗力=24/84 | 醉酒=None/296
2022-16,2022,16,single,刑法,
2022-17,2022,17,single,无期徒刑,无期徒刑=52/201 | 有期徒刑=52/201 | 减刑=72/242 | 拘役=52/200 | 立功=66/228 | 死刑=53/202 | 缓刑=70/236 | 刑罚=47/195 | 管制=51/199
2022-18,2022,18,single,盗窃罪,盗窃罪=141/436
2022-19,2022,19,single,,
2022-20,2022,20,single,,
2022-41,2022,41,multi,共同犯罪,共同犯罪=37/139 | 犯罪集团=None/152 | 教唆犯=189/159 | 胁从犯=189/156 | 从犯=39/156 | 主犯=39/153
2022-42,2022,42,multi,遗弃罪,遗弃罪=135/407
2022-43,2022,43,multi,,
2022-44,2022,44,multi,犯罪故意,犯罪故意=25/78 | 量刑=58/213 | 刑罚=47/195
2022-45,2022,45,multi,有期徒刑,有期徒刑=52/201 | 拘役=52/200 | 罚金=54/204
2023-1,2023,1,single,刑法体系,刑法体系=None/None
2023-2,2023,2,single,犯罪中止,犯罪中止=35/130 | 共同犯罪=37/139
2023-3,2023,3,single,正当防卫,正当防卫=29/101
2023-4,2023,4,single,刑事责任,刑事责任=19/191 | 无期徒刑=52/201 | 有期徒刑=52/201 | 追诉时效=80/255 | 死刑=53/202
2023-5,2023,5,single,虐待罪,暴力干涉婚姻自由罪=134/404 | 故意杀人罪=126/370 | 虐待罪=135/405 | 数罪并罚=67/232
2023-6,2023,6,single,共同犯罪,共同犯罪=37/139
2023-7,2023,7,single,犯罪客体,犯罪概念=None/27 | 犯罪客体=14/39 | 犯罪主体=20/65 | 犯罪构成=13/33
2023-8,2023,8,single,强迫交易罪,强迫交易罪=123/366
2023-9,2023,9,single,故意伤害罪,故意伤害罪=127/375 | 盗窃罪=141/436
2023-10,2023,10,single,交通肇事罪,交通肇事罪=95/289
2023-11,2023,11,single,投放危险物质罪,投放危险物质罪=94/280 | 故意伤害罪=127/375 | 刑事责任年龄=20/63 | 刑事责任=19/191 | 死刑=53/202
2023-12,2023,12,single,自首,自首=62/221
2023-13,2023,13,single,刑法的效力,刑法的效力=8/19 | 刑事责任=19/191 | 管制=51/199
2023-14,2023,14,single,洗钱罪,洗钱罪=115/341 | 共同犯罪=37/139
2023-15,2023,15,single,挪用公款罪,挪用公款罪=173/551
2023-16,2023,16,single,开设赌场罪,开设赌场罪=157/500 | 共同犯罪=37/139
2023-17,2023,17,single,行贿罪,行贿罪=176/564
2023-18,2023,18,single,刑法,
2023-19,2023,19,single,袭警罪,袭警罪=149/469 | 管制=51/199
2023-20,2023,20,single,刑事责任,刑事责任=19/191 | 精神病人=None/None
2023-41,2023,41,multi,罪刑法定原则,罪刑法定原则=7/16 | 刑罚=47/195
2023-42,2023,42,multi,赦免,赦免=80/258 | 刑罚=47/195
2023-43,2023,43,multi,负有照护职责人员性侵罪,负有照护职责人员性侵罪=130/385
2023-44,2023,44,multi,诈骗罪,诈骗罪=141/444
2023-45,2023,45,multi,故意伤害罪,故意伤害罪=127/375 | 非法拘禁罪=131/389 | 强奸罪=129/380 | 侮辱罪=130/410 | 数罪并罚=67/232
2024-1,2024,1,single,正当防卫,正当防卫=29/101 | 刑罚=47/195
2024-2,2024,2,single,故意犯罪停止形态,故意犯罪停止形态=188/117 | 实行行为=None/125 | 犯罪预备=33/123 | 着手=None/None
2024-3,2024,3,single,犯罪客体,犯罪概念=None/27 | 犯罪客体=14/39 | 犯罪主体=20/65
2024-4,2024,4,single,诈骗罪,诈骗罪=141/444
2024-5,2024,5,single,无限额罚金,无限额罚金=None/None | 比例罚金=None/None | 倍数罚金=None/None | 限额罚金=None/None | 罚金=54/204
2024-6,2024,6,single,盗窃罪,盗窃罪=141/436
2024-7,2024,7,single,刑事责任,刑事责任=19/191 | 犯罪主体=20/65
2024-8,2024,8,single,抢劫罪,抢劫罪=140/424 | 结果加重犯=None/172
2024-9,2024,9,single,连续犯,连续犯=191/180 | 继续犯=191/167 | 从犯=39/156
2024-10,2024,10,single,破坏交通工具罪,破坏交通工具罪=94/284 | 犯罪既遂=33/119 | 行为犯=186/127 | 结果犯=147/122 | 危险犯=33/127
2024-11,2024,11,single,驱逐出境,驱逐出境=56/None
2024-12,2024,12,single,玩忽职守罪,玩忽职守罪=180/571
2024-13,2024,13,single,故意泄露国家秘密罪,故意泄露国家秘密罪=180/572 | 非法获取国家秘密罪=151/476
2024-14,2024,14,single,共同犯罪,共同犯罪=37/139 | 犯罪集团=None/152 | 主犯=39/153
2024-15,2024,15,single,防卫过当,防卫过当=30/107 | 刑事责任=19/191 | 正当防卫=29/101
2024-16,2024,16,single,利用影响力受贿罪,利用影响力受贿罪=175/561 | 受贿罪=174/554
2024-17,2024,17,single,传播淫秽物品罪,传播淫秽物品罪=171/543
2024-18,2024,18,single,走私毒品罪,走私毒品罪=167/530 | 犯罪既遂=33/119
2024-19,2024,19,single,强奸罪,强奸罪=129/380 | 结果加重犯=None/172
2024-20,2024,20,single,强奸罪,强奸罪=129/380 | 犯罪中止=35/130 | 危害结果=17/51 | 行为犯=186/127
2024-41,2024,41,multi,刑法,
2024-42,2024,42,multi,,
2024-43,2024,43,multi,集资诈骗罪,集资诈骗罪=115/343 | 诈骗罪=141/444
2024-44,2024,44,multi,强奸罪,强奸罪=129/380 | 缓刑=70/236 | 刑罚=47/195
2024-45,2024,45,multi,污染环境罪,污染环境罪=165/524 | 结果加重犯=None/172 | 因果关系=18/54
2025-1,2025,1,single,犯罪主体,犯罪主体=20/65
2025-2,2025,2,single,属地管辖,属地管辖=None/9
2025-3,2025,3,single,故意毁坏财物罪,故意毁坏财物罪=144/459 | 寻衅滋事罪=None/None | 抢劫罪=140/424
2025-4,2025,4,single,单位犯罪,单位犯罪=22/72
2025-5,2025,5,single,故意伤害罪,故意伤害罪=127/375 | 寻衅滋事罪=None/None | 正当防卫=29/101
2025-6,2025,6,single,共同犯罪,共同犯罪=37/139
2025-7,2025,7,single,,
2025-8,2025,8,single,数罪并罚,数罪并罚=67/232
2025-9,2025,9,single,失职致使在押人员脱逃罪,失职致使在押人员脱逃罪=None/None | 私放在押人员罪=182/577 | 徇私枉法罪=None/None | 滥用职权罪=180/569 | 脱逃罪=161/511
2025-10,2025,10,single,侵犯商业秘密罪,侵犯商业秘密罪=121/360 | 假冒注册商标罪=119/356 | 侵犯著作权罪=120/358 | 非法经营罪=123/364
2025-11,2025,11,single,管制,管制=51/199
2025-12,2025,12,single,虐待罪,虐待罪=135/405
2025-13,2025,13,single,,
2025-14,2025,14,single,非法侵入住宅罪,非法侵入住宅罪=136/408 | 强迫交易罪=123/366 | 敲诈勒索罪=143/451
2025-15,2025,15,single,非法侵入计算机信息系统罪,非法侵入计算机信息系统罪=153/482 | 破坏计算机信息系统罪=153/483
2025-16,2025,16,single,,
2025-17,2025,17,single,职务侵占罪,职务侵占罪=143/457 | 侵占罪=142/455 | 诈骗罪=141/444 | 贪污罪=172/546
2025-18,2025,18,single,保险诈骗罪,保险诈骗罪=117/349 | 故意杀人罪=126/370 | 诈骗罪=141/444 | 数罪并罚=67/232
2025-19,2025,19,single,有期徒刑,有期徒刑=52/201 | 重大立功=67/231 | 无期徒刑=52/201 | 死刑=53/202 | 立功=66/228
2025-20,2025,20,single,吸收原则,吸收原则=69/234 | 并科原则=69/234 | 刑罚=47/195 | 减刑=72/242
2025-41,2025,41,multi,正当防卫,正当防卫=29/101 | 紧急避险=30/110 | 胁从犯=189/156 | 从犯=39/156
2025-42,2025,42,multi,犯罪预备,犯罪预备=33/123 | 教唆犯=189/159 | 着手=None/None
2025-43,2025,43,multi,颠覆国家政权罪,颠覆国家政权罪=89/270 | 分裂国家罪=89/268 | 叛逃罪=90/271 | 间谍罪=91/272
2025-44,2025,44,multi,正当防卫,正当防卫=29/101 | 自首=62/221
2025-45,2025,45,multi,内幕信息交易罪,
2026-1,2026,1,single,犯罪概念,犯罪概念=None/27
2026-2,2026,2,single,犯罪中止,犯罪中止=35/130 | 犯罪既遂=33/119 | 共同犯罪=37/139 | 犯罪未遂=34/126
2026-3,2026,3,single,坦白,坦白=66/221
2026-4,2026,4,single,不作为犯罪,不作为犯罪=17/47
2026-5,2026,5,single,侵犯公民个人信息罪,侵犯公民个人信息罪=137/412 | 传播淫秽物品罪=171/543
2026-6,2026,6,single,非法经营罪,非法经营罪=123/364
2026-7,2026,7,single,间谍罪,间谍罪=91/272
2026-8,2026,8,single,特殊防卫,特殊防卫=None/108
2026-9,2026,9,single,以危险方法危害公共安全罪,以危险方法危害公共安全罪=94/282 | 危险驾驶罪=97/296 | 故意伤害罪=127/375
2026-10,2026,10,single,袭警罪,袭警罪=149/469
2026-11,2026,11,single,犯罪构成,犯罪构成=13/33 | 刑事责任=19/191
2026-12,2026,12,single,罪刑法定原则,罪刑法定原则=7/16
2026-13,2026,13,single,合同诈骗罪,合同诈骗罪=122/362 | 职务侵占罪=143/457 | 侵占罪=142/455 | 诈骗罪=141/444
2026-14,2026,14,single,叛逃罪,叛逃罪=90/271 | 刑事责任=19/191 | 犯罪主体=20/65 | 教唆犯=189/159
2026-15,2026,15,single,过失致人死亡罪,过失致人死亡罪=127/374 | 滥用职权罪=180/569 | 玩忽职守罪=180/571
2026-16,2026,16,single,过失致人重伤罪,过失致人重伤罪=None/503 | 寻衅滋事罪=None/None | 故意伤害罪=127/375
2026-17,2026,17,single,非国家工作人员受贿罪,非国家工作人员受贿罪=110/328 | 敲诈勒索罪=143/451 | 强迫交易罪=123/366 | 受贿罪=174/554
2026-18,2026,18,single,招摇撞骗罪,招摇撞骗罪=149/471 | 侵占罪=142/455 | 诈骗罪=141/444
2026-19,2026,19,single,伪证罪,伪证罪=159/503
2026-20,2026,20,single,没收财产,没收财产=55/206
2026-41,2026,41,multi,刑事责任,刑事责任=19/191 | 刑罚=47/195 | 缓刑=70/236
2026-42,2026,42,multi,侵犯著作权罪,侵犯著作权罪=120/358 | 高利转贷罪=112/335 | 盗窃罪=141/436
2026-43,2026,43,multi,串通投标罪,伪造国家机关印章罪=None/None | 串通投标罪=121/361
2026-44,2026,44,multi,非法吸收公众存款罪,非法吸收公众存款罪=112/336 | 集资诈骗罪=115/343 | 洗钱罪=115/341 | 诈骗罪=141/444
2026-45,2026,45,multi,故意伤害罪,故意伤害罪=127/375 | 虐待罪=135/405
